model_path,successful_requests,total_input_tokens,total_output_tokens,request_throughput,input_token_throughput,output_token_throughput,total_token_throughput,mean_e2e_latency,median_e2e_latency,p25_e2e_latency,p75_e2e_latency,p99_e2e_latency,mean_ttft,median_ttft,p25_ttft,p75_ttft,p99_ttft,mean_tpot,median_tpot,p25_tpot,p75_tpot,p99_tpot,mean_itl,median_itl,p25_itl,p75_itl,p99_itl
meta-llama/Llama-3.1-8B,5000,40960000,1280000,1.72,14071.73,439.74,14511.48,1308579.48,1292949.99,657385.44,1955969.87,2580895.25,1274176.69,1271273.22,633837.89,1912215.88,2534223.10,134.91,81.87,63.62,99.91,709.11,5288.21,44.47,40.21,46.57,470.53
meta-llama/Llama-3.1-8B,5000,40960000,1280000,1.71,14040.86,438.78,14479.64,1312830.37,1298203.55,661609.00,1961830.32,2586449.68,1278688.87,1276883.55,637561.24,1918970.74,2540189.86,133.89,80.58,62.42,98.96,708.20,5361.06,44.63,39.32,47.13,447.83
meta-llama/Llama-3.1-8B,5000,40960000,1280000,1.71,14048.71,439.02,14487.73,1315678.85,1302915.28,667647.05,1963177.41,2585419.08,1281281.79,1281277.65,643281.58,1919291.60,2538743.22,134.89,81.84,63.70,100.19,709.81,5397.02,44.31,38.93,47.07,744.23
