model_path,max_num_seqs,successful_requests,total_input_tokens,total_output_tokens,request_throughput,input_token_throughput,output_token_throughput,total_token_throughput,mean_e2e_latency,median_e2e_latency,p25_e2e_latency,p75_e2e_latency,p99_e2e_latency,mean_ttft,median_ttft,p25_ttft,p75_ttft,p99_ttft,mean_tpot,median_tpot,p25_tpot,p75_tpot,p99_tpot,mean_itl,median_itl,p25_itl,p75_itl,p99_itl
meta-llama/Llama-3.1-8B,8192,955,122240,977920,0.04,5.66,45.27,50.93,10799570.76,10771147.37,5411775.51,16160982.98,21371783.02,10141859.80,10186228.75,4735781.47,15629088.51,20845630.60,,,558.40,711.14,1420.89,10686.72,326.04,323.20,329.39,678.90
