model_path,successful_requests,total_input_tokens,total_output_tokens,request_throughput,input_token_throughput,output_token_throughput,total_token_throughput,mean_e2e_latency,median_e2e_latency,p25_e2e_latency,p75_e2e_latency,p99_e2e_latency,mean_ttft,median_ttft,p25_ttft,p75_ttft,p99_ttft,mean_tpot,median_tpot,p25_tpot,p75_tpot,p99_tpot,mean_itl,median_itl,p25_itl,p75_itl,p99_itl
meta-llama/Llama-3.1-8B,5000,40960000,1280000,1.87,15324.93,478.90,15803.83,1196050.71,1196210.79,611503.24,1781901.98,2352989.52,1163548.86,1160336.35,578474.98,1745295.99,2313526.81,127.46,106.07,105.81,106.82,110.14,4794.86,44.47,40.90,193.60,266.38
meta-llama/Llama-3.1-8B,5000,40960000,1280000,1.87,15322.42,478.83,15801.25,1197171.10,1197503.73,612364.82,1783147.38,2353366.74,1164670.21,1162155.87,579217.68,1746742.11,2314092.03,127.45,106.03,105.83,106.82,112.97,4859.25,44.45,40.86,193.42,314.78
