model_path,successful_requests,total_input_tokens,total_output_tokens,request_throughput,input_token_throughput,output_token_throughput,total_token_throughput,mean_e2e_latency,median_e2e_latency,p25_e2e_latency,p75_e2e_latency,p99_e2e_latency,mean_ttft,median_ttft,p25_ttft,p75_ttft,p99_ttft,mean_tpot,median_tpot,p25_tpot,p75_tpot,p99_tpot,mean_itl,median_itl,p25_itl,p75_itl,p99_itl
meta-llama/Llama-3.1-8B,5000.0,40960000.0,1280000.0,1.84,15065.646666666667,470.8,15536.446666666669,1215465.8233333335,1219591.6466666667,624245.9333333332,1818230.7866666669,2487318.1566666667,1174376.3133333335,1175455.16,584000.0733333334,1759139.2833333332,2335407.98,161.13666666666666,81.98666666666666,64.48,99.52666666666666,3921.763333333334,4902.75,40.92666666666667,40.080000000000005,41.74333333333333,1162.4333333333334
