[CUDA Bandwidth Test] - Starting...
Running on...

 Device 0: NVIDIA H100 PCIe
 Range Mode

 Host to Device Bandwidth, 1 Device(s)
 PINNED Memory Transfers
   Transfer Size (Bytes)	Bandwidth(GB/s)
   1024				0.4
   103424			17.3
   205824			24.7
   308224			31.6
   410624			38.5
   513024			34.6
   615424			36.0
   717824			39.2
   820224			44.7
   922624			42.3
   1025024			43.6
   1127424			46.2
   1229824			42.8
   1332224			42.7
   1434624			45.0
   1537024			44.2
   1639424			49.0
   1741824			47.7
   1844224			49.6
   1946624			47.3
   2049024			46.2
   2151424			46.8
   2253824			48.7
   2356224			47.9
   2458624			48.1
   2561024			49.3
   2663424			48.9
   2765824			49.0
   2868224			49.9
   2970624			51.7
   3073024			50.2
   3175424			51.0
   3277824			51.7
   3380224			49.7
   3482624			50.1
   3585024			51.1
   3687424			52.8
   3789824			52.1
   3892224			52.5
   3994624			52.7
   4097024			51.2
   4199424			51.3
   4301824			52.9
   4404224			51.4
   4506624			51.2
   4609024			52.2
   4711424			53.2
   4813824			52.3
   4916224			52.6
   5018624			53.3
   5121024			52.1
   5223424			52.5
   5325824			52.9
   5428224			53.5
   5530624			52.9
   5633024			53.4
   5735424			53.8
   5837824			53.0
   5940224			53.1
   6042624			53.5
   6145024			52.8
   6247424			52.9
   6349824			53.2
   6452224			52.3
   6554624			54.0
   6657024			53.7
   6759424			53.0
   6861824			53.1
   6964224			53.0
   7066624			53.8
   7169024			52.7
   7271424			52.9
   7373824			53.2
   7476224			53.0
   7578624			53.7
   7681024			54.0
   7783424			53.2
   7885824			52.9
   7988224			53.3
   8090624			53.9

 Device to Host Bandwidth, 1 Device(s)
 PINNED Memory Transfers
   Transfer Size (Bytes)	Bandwidth(GB/s)
   1024				0.6
   103424			27.4
   205824			37.5
   308224			41.6
   410624			44.5
   513024			46.2
   615424			47.8
   717824			48.7
   820224			49.4
   922624			48.9
   1025024			48.4
   1127424			49.9
   1229824			50.2
   1332224			49.9
   1434624			50.2
   1537024			50.4
   1639424			51.4
   1741824			51.6
   1844224			51.3
   1946624			51.5
   2049024			51.7
   2151424			51.7
   2253824			52.5
   2356224			52.1
   2458624			52.1
   2561024			52.8
   2663424			52.5
   2765824			52.9
   2868224			52.7
   2970624			52.7
   3073024			53.1
   3175424			53.0
   3277824			53.3
   3380224			53.1
   3482624			53.1
   3585024			53.4
   3687424			53.3
   3789824			53.6
   3892224			53.4
   3994624			53.4
   4097024			53.7
   4199424			53.7
   4301824			53.8
   4404224			53.8
   4506624			53.8
   4609024			53.9
   4711424			54.0
   4813824			54.0
   4916224			54.0
   5018624			54.0
   5121024			54.0
   5223424			54.1
   5325824			54.1
   5428224			54.1
   5530624			54.2
   5633024			54.2
   5735424			54.2
   5837824			54.2
   5940224			53.9
   6042624			54.2
   6145024			54.0
   6247424			53.9
   6349824			54.0
   6452224			54.1
   6554624			54.0
   6657024			54.0
   6759424			54.1
   6861824			53.8
   6964224			54.0
   7066624			54.1
   7169024			54.1
   7271424			54.2
   7373824			54.2
   7476224			54.1
   7578624			53.5
   7681024			54.0
   7783424			54.4
   7885824			54.2
   7988224			54.5
   8090624			54.4

 Device to Device Bandwidth, 1 Device(s)
 PINNED Memory Transfers
   Transfer Size (Bytes)	Bandwidth(GB/s)
   1024				0.5
   103424			54.8
   205824			109.4
   308224			156.0
   410624			208.3
   513024			252.9
   615424			307.6
   717824			347.2
   820224			377.0
   922624			402.7
   1025024			417.9
   1127424			244.0
   1229824			259.7
   1332224			285.8
   1434624			412.8
   1537024			440.1
   1639424			458.5
   1741824			497.5
   1844224			553.3
   1946624			617.3
   2049024			631.8
   2151424			623.4
   2253824			680.3
   2356224			680.1
   2458624			731.5
   2561024			755.6
   2663424			823.9
   2765824			806.0
   2868224			866.9
   2970624			888.0
   3073024			790.8
   3175424			955.1
   3277824			987.7
   3380224			1002.8
   3482624			1000.6
   3585024			1070.4
   3687424			1075.6
   3789824			1087.2
   3892224			1169.4
   3994624			1169.8
   4097024			1227.2
   4199424			1298.1
   4301824			1286.7
   4404224			1260.3
   4506624			1289.4
   4609024			1329.7
   4711424			1380.7
   4813824			1407.6
   4916224			1388.3
   5018624			1413.9
   5121024			1521.4
   5223424			1431.5
   5325824			1582.3
   5428224			1524.2
   5530624			1481.6
   5633024			1614.9
   5735424			1653.6
   5837824			1680.9
   5940224			1711.7
   6042624			1728.2
   6145024			1754.9
   6247424			1784.5
   6349824			1752.5
   6452224			1828.4
   6554624			1840.3
   6657024			1860.8
   6759424			1885.0
   6861824			1925.7
   6964224			1911.1
   7066624			1977.6
   7169024			1945.1
   7271424			2000.4
   7373824			1989.5
   7476224			2045.3
   7578624			2037.8
   7681024			2074.0
   7783424			2086.4
   7885824			2106.4
   7988224			2118.4
   8090624			2142.0

Result = PASS

NOTE: The CUDA Samples are not meant for performance measurements. Results may vary when GPU Boost is enabled.
