[CUDA Bandwidth Test] - Starting...
Running on...

 Device 0: NVIDIA H100 PCIe
 Range Mode

 Host to Device Bandwidth, 1 Device(s)
 PINNED Memory Transfers
   Transfer Size (Bytes)	Bandwidth(GB/s)
   1024				0.0
   103424			2.7
   205824			4.2
   308224			4.9
   410624			5.6
   513024			6.0
   615424			6.1
   717824			6.3
   820224			6.4
   922624			6.6
   1025024			6.6
   1127424			7.0
   1229824			6.7
   1332224			7.0
   1434624			6.7
   1537024			6.5
   1639424			6.4
   1741824			6.5
   1844224			6.7
   1946624			6.7
   2049024			6.7
   2151424			7.2
   2253824			7.4
   2356224			7.5
   2458624			7.4
   2561024			7.4
   2663424			7.3
   2765824			7.3
   2868224			7.3
   2970624			7.3
   3073024			7.3
   3175424			7.3
   3277824			7.5
   3380224			7.6
   3482624			7.5
   3585024			7.5
   3687424			7.5
   3789824			8.7
   3892224			8.7
   3994624			8.7
   4097024			8.6
   4199424			8.5
   4301824			8.5
   4404224			8.7
   4506624			8.7
   4609024			8.7
   4711424			8.6
   4813824			8.6
   4916224			8.6
   5018624			8.7
   5121024			8.7
   5223424			8.7
   5325824			8.7
   5428224			8.7
   5530624			8.8
   5633024			8.8
   5735424			8.7
   5837824			8.7
   5940224			8.7
   6042624			8.7
   6145024			8.7
   6247424			8.7
   6349824			8.9
   6452224			9.0
   6554624			9.0
   6657024			9.0
   6759424			8.9
   6861824			8.9
   6964224			8.9
   7066624			8.9
   7169024			8.9
   7271424			8.9
   7373824			8.9
   7476224			9.0
   7578624			9.0
   7681024			9.0
   7783424			8.9
   7885824			9.0
   7988224			8.9
   8090624			9.0

 Device to Host Bandwidth, 1 Device(s)
 PINNED Memory Transfers
   Transfer Size (Bytes)	Bandwidth(GB/s)
   1024				0.1
   103424			3.8
   205824			5.7
   308224			6.4
   410624			7.0
   513024			7.3
   615424			0.3
   717824			7.5
   820224			8.3
   922624			8.2
   1025024			8.1
   1127424			8.2
   1229824			8.4
   1332224			8.3
   1434624			8.4
   1537024			8.4
   1639424			8.1
   1741824			8.3
   1844224			8.0
   1946624			8.3
   2049024			8.1
   2151424			8.6
   2253824			7.8
   2356224			8.7
   2458624			8.0
   2561024			8.9
   2663424			8.3
   2765824			9.0
   2868224			8.5
   2970624			9.1
   3073024			8.6
   3175424			8.7
   3277824			8.2
   3380224			8.9
   3482624			8.5
   3585024			9.0
   3687424			8.6
   3789824			9.1
   3892224			8.7
   3994624			9.2
   4097024			8.9
   4199424			9.0
   4301824			8.9
   4404224			9.2
   4506624			9.1
   4609024			9.2
   4711424			9.3
   4813824			9.3
   4916224			9.3
   5018624			9.3
   5121024			9.4
   5223424			9.3
   5325824			9.2
   5428224			9.2
   5530624			9.3
   5633024			9.2
   5735424			9.3
   5837824			9.3
   5940224			9.4
   6042624			9.3
   6145024			9.4
   6247424			9.4
   6349824			9.0
   6452224			9.6
   6554624			9.1
   6657024			9.7
   6759424			9.1
   6861824			9.7
   6964224			9.2
   7066624			9.7
   7169024			9.2
   7271424			9.8
   7373824			9.1
   7476224			9.6
   7578624			9.2
   7681024			9.7
   7783424			9.2
   7885824			9.7
   7988224			9.3
   8090624			9.8

 Device to Device Bandwidth, 1 Device(s)
 PINNED Memory Transfers
   Transfer Size (Bytes)	Bandwidth(GB/s)
   1024				0.2
   103424			16.4
   205824			32.4
   308224			47.7
   410624			62.2
   513024			75.8
   615424			85.4
   717824			102.3
   820224			117.3
   922624			130.4
   1025024			138.4
   1127424			83.2
   1229824			89.9
   1332224			97.7
   1434624			107.3
   1537024			112.8
   1639424			129.2
   1741824			135.8
   1844224			145.9
   1946624			154.9
   2049024			162.7
   2151424			171.6
   2253824			180.1
   2356224			187.8
   2458624			194.0
   2561024			203.8
   2663424			211.6
   2765824			217.0
   2868224			227.6
   2970624			232.8
   3073024			242.4
   3175424			248.8
   3277824			254.7
   3380224			261.5
   3482624			271.4
   3585024			278.9
   3687424			284.3
   3789824			290.1
   3892224			297.1
   3994624			305.2
   4097024			316.6
   4199424			319.1
   4301824			331.5
   4404224			334.7
   4506624			345.2
   4609024			354.8
   4711424			362.0
   4813824			370.0
   4916224			376.6
   5018624			382.1
   5121024			391.1
   5223424			402.2
   5325824			404.0
   5428224			412.3
   5530624			421.2
   5633024			434.1
   5735424			439.5
   5837824			446.2
   5940224			453.9
   6042624			461.7
   6145024			469.5
   6247424			478.2
   6349824			482.1
   6452224			493.4
   6554624			507.6
   6657024			509.7
   6759424			522.8
   6861824			526.5
   6964224			532.4
   7066624			545.4
   7169024			550.1
   7271424			556.9
   7373824			565.5
   7476224			573.2
   7578624			577.5
   7681024			589.7
   7783424			600.2
   7885824			599.0
   7988224			616.3
   8090624			617.7

Result = PASS

NOTE: The CUDA Samples are not meant for performance measurements. Results may vary when GPU Boost is enabled.
