model_path,successful_requests,total_input_tokens,total_output_tokens,request_throughput,input_token_throughput,output_token_throughput,total_token_throughput,mean_e2e_latency,median_e2e_latency,p25_e2e_latency,p75_e2e_latency,p99_e2e_latency,mean_ttft,median_ttft,p25_ttft,p75_ttft,p99_ttft,mean_tpot,median_tpot,p25_tpot,p75_tpot,p99_tpot,mean_itl,median_itl,p25_itl,p75_itl,p99_itl
meta-llama/Llama-3.1-8B,5000,40960000,1280000,1.86,15234.27,476.07,15710.34,1203775.86,1203362.56,615371.69,1793553.95,2368326.62,1171080.61,1167825.30,582103.51,1756912.94,2328877.63,128.22,106.64,106.50,107.37,109.28,4798.26,46.09,41.10,194.35,260.17
meta-llama/Llama-3.1-8B,5000,40960000,1280000,1.86,15244.74,476.40,15721.14,1202668.66,1202266.61,614734.63,1792408.00,2366599.52,1169995.12,1166702.08,581467.19,1755716.49,2327005.20,128.13,106.57,106.43,107.34,109.18,4782.95,46.05,41.05,194.42,259.75
meta-llama/Llama-3.1-8B,5000,40960000,1280000,1.86,15272.39,477.26,15749.65,1200139.06,1199737.12,613355.54,1788478.82,2361743.58,1167521.67,1164252.22,580150.11,1751808.28,2322151.30,127.91,106.36,106.24,107.08,109.54,4781.68,46.17,41.05,193.21,279.00
