model_path,max_num_seqs,mean_noncc,min_noncc,max_noncc,std_dev_noncc,cv_noncc
meta-llama/Llama-3.1-8B,4,827.09,827.09,827.09,,
meta-llama/Llama-3.1-8B,8,1616.46,1616.46,1616.46,,
meta-llama/Llama-3.1-8B,16,3028.47,3028.47,3028.47,,
meta-llama/Llama-3.1-8B,32,5430.21,5430.21,5430.21,,
