model_path,successful_requests,total_input_tokens,total_output_tokens,request_throughput,input_token_throughput,output_token_throughput,total_token_throughput,mean_e2e_latency,median_e2e_latency,p25_e2e_latency,p75_e2e_latency,p99_e2e_latency,mean_ttft,median_ttft,p25_ttft,p75_ttft,p99_ttft,mean_tpot,median_tpot,p25_tpot,p75_tpot,p99_tpot,mean_itl,median_itl,p25_itl,p75_itl,p99_itl
meta-llama/Llama-3.1-8B,5000,40960000,1280000,1.79,14697.70,459.30,15157.01,1249462.98,1253521.27,641565.49,1869546.22,2554526.66,1207314.74,1208181.95,600377.16,1808846.40,2400914.96,165.29,83.87,65.90,101.95,4129.10,4989.35,41.11,40.41,41.99,768.99
meta-llama/Llama-3.1-8B,5000,40960000,1280000,1.79,14702.49,459.45,15161.95,1248720.36,1252502.17,640845.32,1868668.81,2553687.35,1206530.55,1207193.07,599734.76,1807965.09,2400129.06,165.45,83.97,65.98,102.85,4127.75,4964.44,41.10,40.56,41.91,836.91
meta-llama/Llama-3.1-8B,5000,40960000,1280000,1.80,14710.38,459.70,15170.08,1247604.35,1251535.56,640427.26,1867356.78,2552083.09,1205605.34,1206292.78,599336.57,1806395.42,2398426.64,164.70,83.65,64.69,101.71,4123.67,4979.33,41.09,40.53,41.90,747.21
