model_path,max_num_seqs,mean_noncc,min_noncc,max_noncc,std_dev_noncc,cv_noncc
meta-llama/Llama-3.1-8B,4,525.09,519.61,530.57,7.749890321804586,0.014759165708363492
meta-llama/Llama-3.1-8B,8,1034.1566666666668,1027.59,1044.75,9.261583737856814,0.008955687311584118
meta-llama/Llama-3.1-8B,16,2003.1633333333332,1982.91,2028.72,23.360929633328663,0.011662019389330204
meta-llama/Llama-3.1-8B,32,3754.9233333333336,3741.01,3765.44,12.5642044449033,0.0033460615116607194
